,loss,accuracy,val_loss,val_accuracy,epoch,model_features
0,1.5583920171176018,0.4180546998977661,1.3066397403415881,0.4909539520740509,0,LSTM_Model_Question_Glove_LSTM_5
1,1.3451576272131802,0.4595928490161896,1.302657453637374,0.49013158679008484,1,LSTM_Model_Question_Glove_LSTM_5
2,1.3390731048172158,0.4595928490161896,1.300405016070918,0.49177631735801697,2,LSTM_Model_Question_Glove_LSTM_5
3,1.3370969869608549,0.4595928490161896,1.295311102741643,0.49177631735801697,3,LSTM_Model_Question_Glove_LSTM_5
4,1.336234150025032,0.46000412106513977,1.290283159205788,0.49177631735801697,4,LSTM_Model_Question_Glove_LSTM_5
