,loss,mse,mae,val_loss,val_mse,val_mae,epoch,model_features,accuracy,val_accuracy
0,0.08000229241768078,0.08000228554010391,0.20963624119758606,0.055899425679327625,0.055899426341056824,0.17589087784290314,0,LSTM_Model_15_q_num_glove_n-gram_lstm_3,,
